가로좌표 (X Coord),세로좌표 (Y Coord),국가지점좌표계250키(SPO_NO_250)
884875.0001,1458875,나나84D58D
885125.0001,1458875,나나85D58A
884875.0001,1459125,나나84A59D
885125.0001,1459125,나나85A59A
884875.0001,1459375,나나84B59D
885125.0001,1459375,나나85B59A
884875.0001,1459625,나나84C59D
885125.0001,1459625,나나85C59A
885125.0001,1459875,나나85D59A
885125.0001,1464375,나나85B64A
885375.0001,1464375,나나85B64B
885625.0001,1464375,나나85B64C
885125.0001,1464625,나나85C64A
885375.0001,1464625,나나85C64B
885625.0001,1464625,나나85C64C
885875.0001,1464625,나나85C64D
886125.0001,1464625,나나86C64A
884875.0001,1464875,나나84D64D
885125.0001,1464875,나나85D64A
885375.0001,1464875,나나85D64B
885625.0001,1464875,나나85D64C
885875.0001,1464875,나나85D64D
886125.0001,1464875,나나86D64A
884875.0001,1465125,나나84A65D
885125.0001,1465125,나나85A65A
885375.0001,1465125,나나85A65B
885625.0001,1465125,나나85A65C
885875.0001,1465125,나나85A65D
886125.0001,1465125,나나86A65A
884875.0001,1465375,나나84B65D
885125.0001,1465375,나나85B65A
885375.0001,1465375,나나85B65B
885625.0001,1465375,나나85B65C
885875.0001,1465375,나나85B65D
885375.0001,1465625,나나85C65B
885625.0001,1465625,나나85C65C
885125.0001,1467875,나나85D67A
885375.0001,1467875,나나85D67B
885625.0001,1467875,나나85D67C
886875.0001,1467875,나나86D67D
887125.0001,1467875,나나87D67A
887375.0001,1467875,나나87D67B
887625.0001,1467875,나나87D67C
884625.0001,1468125,나나84A68C
884875.0001,1468125,나나84A68D
885125.0001,1468125,나나85A68A
885375.0001,1468125,나나85A68B
885625.0001,1468125,나나85A68C
885875.0001,1468125,나나85A68D
886875.0001,1468125,나나86A68D
887125.0001,1468125,나나87A68A
887375.0001,1468125,나나87A68B
887625.0001,1468125,나나87A68C
884625.0001,1468375,나나84B68C
884875.0001,1468375,나나84B68D
885125.0001,1468375,나나85B68A
885375.0001,1468375,나나85B68B
885625.0001,1468375,나나85B68C
885875.0001,1468375,나나85B68D
886125.0001,1468375,나나86B68A
886375.0001,1468375,나나86B68B
886625.0001,1468375,나나86B68C
886875.0001,1468375,나나86B68D
887125.0001,1468375,나나87B68A
887375.0001,1468375,나나87B68B
887625.0001,1468375,나나87B68C
884625.0001,1468625,나나84C68C
884875.0001,1468625,나나84C68D
885125.0001,1468625,나나85C68A
885375.0001,1468625,나나85C68B
885625.0001,1468625,나나85C68C
885875.0001,1468625,나나85C68D
886125.0001,1468625,나나86C68A
886375.0001,1468625,나나86C68B
886625.0001,1468625,나나86C68C
886875.0001,1468625,나나86C68D
887125.0001,1468625,나나87C68A
887375.0001,1468625,나나87C68B
887625.0001,1468625,나나87C68C
884625.0001,1468875,나나84D68C
884875.0001,1468875,나나84D68D
885125.0001,1468875,나나85D68A
885375.0001,1468875,나나85D68B
885625.0001,1468875,나나85D68C
885875.0001,1468875,나나85D68D
886125.0001,1468875,나나86D68A
886375.0001,1468875,나나86D68B
886625.0001,1468875,나나86D68C
886875.0001,1468875,나나86D68D
887125.0001,1468875,나나87D68A
887375.0001,1468875,나나87D68B
884875.0001,1469125,나나84A69D
885125.0001,1469125,나나85A69A
885375.0001,1469125,나나85A69B
885625.0001,1469125,나나85A69C
885875.0001,1469125,나나85A69D
886125.0001,1469125,나나86A69A
886375.0001,1469125,나나86A69B
886625.0001,1469125,나나86A69C
886875.0001,1469125,나나86A69D
887125.0001,1469125,나나87A69A
887375.0001,1469125,나나87A69B
889375.0001,1469125,나나89A69B
889625.0001,1469125,나나89A69C
884625.0001,1469375,나나84B69C
884875.0001,1469375,나나84B69D
885125.0001,1469375,나나85B69A
885375.0001,1469375,나나85B69B
885625.0001,1469375,나나85B69C
885875.0001,1469375,나나85B69D
886125.0001,1469375,나나86B69A
886375.0001,1469375,나나86B69B
886625.0001,1469375,나나86B69C
886875.0001,1469375,나나86B69D
887125.0001,1469375,나나87B69A
887375.0001,1469375,나나87B69B
889375.0001,1469375,나나89B69B
889625.0001,1469375,나나89B69C
883375.0001,1469625,나나83C69B
883875.0001,1469625,나나83C69D
884125.0001,1469625,나나84C69A
884375.0001,1469625,나나84C69B
884625.0001,1469625,나나84C69C
884875.0001,1469625,나나84C69D
885125.0001,1469625,나나85C69A
885375.0001,1469625,나나85C69B
885625.0001,1469625,나나85C69C
885875.0001,1469625,나나85C69D
886125.0001,1469625,나나86C69A
886375.0001,1469625,나나86C69B
886625.0001,1469625,나나86C69C
886875.0001,1469625,나나86C69D
887125.0001,1469625,나나87C69A
887375.0001,1469625,나나87C69B
887625.0001,1469625,나나87C69C
889375.0001,1469625,나나89C69B
883375.0001,1469875,나나83D69B
883625.0001,1469875,나나83D69C
883875.0001,1469875,나나83D69D
884125.0001,1469875,나나84D69A
884375.0001,1469875,나나84D69B
884625.0001,1469875,나나84D69C
884875.0001,1469875,나나84D69D
885125.0001,1469875,나나85D69A
885375.0001,1469875,나나85D69B
885625.0001,1469875,나나85D69C
885875.0001,1469875,나나85D69D
886125.0001,1469875,나나86D69A
886375.0001,1469875,나나86D69B
886625.0001,1469875,나나86D69C
886875.0001,1469875,나나86D69D
887125.0001,1469875,나나87D69A
887375.0001,1469875,나나87D69B
887625.0001,1469875,나나87D69C
908125.0001,1469875,다나08D69A
883125.0001,1470125,나나83A70A
883375.0001,1470125,나나83A70B
883625.0001,1470125,나나83A70C
883875.0001,1470125,나나83A70D
884125.0001,1470125,나나84A70A
884375.0001,1470125,나나84A70B
884625.0001,1470125,나나84A70C
884875.0001,1470125,나나84A70D
885125.0001,1470125,나나85A70A
885375.0001,1470125,나나85A70B
885625.0001,1470125,나나85A70C
885875.0001,1470125,나나85A70D
886125.0001,1470125,나나86A70A
886375.0001,1470125,나나86A70B
886625.0001,1470125,나나86A70C
886875.0001,1470125,나나86A70D
887125.0001,1470125,나나87A70A
887375.0001,1470125,나나87A70B
887625.0001,1470125,나나87A70C
908125.0001,1470125,다나08A70A
908375.0001,1470125,다나08A70B
883375.0001,1470375,나나83B70B
883625.0001,1470375,나나83B70C
883875.0001,1470375,나나83B70D
884125.0001,1470375,나나84B70A
884375.0001,1470375,나나84B70B
884625.0001,1470375,나나84B70C
884875.0001,1470375,나나84B70D
885125.0001,1470375,나나85B70A
885375.0001,1470375,나나85B70B
885625.0001,1470375,나나85B70C
885875.0001,1470375,나나85B70D
886125.0001,1470375,나나86B70A
886375.0001,1470375,나나86B70B
886625.0001,1470375,나나86B70C
886875.0001,1470375,나나86B70D
887125.0001,1470375,나나87B70A
887375.0001,1470375,나나87B70B
887625.0001,1470375,나나87B70C
908125.0001,1470375,다나08B70A
908375.0001,1470375,다나08B70B
883125.0001,1470625,나나83C70A
883375.0001,1470625,나나83C70B
883625.0001,1470625,나나83C70C
883875.0001,1470625,나나83C70D
884125.0001,1470625,나나84C70A
884375.0001,1470625,나나84C70B
884625.0001,1470625,나나84C70C
884875.0001,1470625,나나84C70D
885125.0001,1470625,나나85C70A
885375.0001,1470625,나나85C70B
885625.0001,1470625,나나85C70C
885875.0001,1470625,나나85C70D
886125.0001,1470625,나나86C70A
886375.0001,1470625,나나86C70B
886625.0001,1470625,나나86C70C
886875.0001,1470625,나나86C70D
887125.0001,1470625,나나87C70A
887375.0001,1470625,나나87C70B
887625.0001,1470625,나나87C70C
887875.0001,1470625,나나87C70D
921125.0001,1470625,다나21C70A
921375.0001,1470625,다나21C70B
882625.0001,1470875,나나82D70C
882875.0001,1470875,나나82D70D
883125.0001,1470875,나나83D70A
883375.0001,1470875,나나83D70B
883625.0001,1470875,나나83D70C
883875.0001,1470875,나나83D70D
884125.0001,1470875,나나84D70A
884375.0001,1470875,나나84D70B
884625.0001,1470875,나나84D70C
884875.0001,1470875,나나84D70D
885125.0001,1470875,나나85D70A
885375.0001,1470875,나나85D70B
885625.0001,1470875,나나85D70C
885875.0001,1470875,나나85D70D
886125.0001,1470875,나나86D70A
886375.0001,1470875,나나86D70B
886625.0001,1470875,나나86D70C
886875.0001,1470875,나나86D70D
887125.0001,1470875,나나87D70A
887375.0001,1470875,나나87D70B
887625.0001,1470875,나나87D70C
887875.0001,1470875,나나87D70D
888125.0001,1470875,나나88D70A
912875.0001,1470875,다나12D70D
913125.0001,1470875,다나13D70A
913375.0001,1470875,다나13D70B
921125.0001,1470875,다나21D70A
921375.0001,1470875,다나21D70B
882625.0001,1471125,나나82A71C
882875.0001,1471125,나나82A71D
883125.0001,1471125,나나83A71A
883375.0001,1471125,나나83A71B
883625.0001,1471125,나나83A71C
883875.0001,1471125,나나83A71D
884125.0001,1471125,나나84A71A
884375.0001,1471125,나나84A71B
884625.0001,1471125,나나84A71C
884875.0001,1471125,나나84A71D
885125.0001,1471125,나나85A71A
885375.0001,1471125,나나85A71B
885625.0001,1471125,나나85A71C
885875.0001,1471125,나나85A71D
886125.0001,1471125,나나86A71A
886375.0001,1471125,나나86A71B
886625.0001,1471125,나나86A71C
886875.0001,1471125,나나86A71D
887125.0001,1471125,나나87A71A
887375.0001,1471125,나나87A71B
887625.0001,1471125,나나87A71C
887875.0001,1471125,나나87A71D
888125.0001,1471125,나나88A71A
888375.0001,1471125,나나88A71B
903875.0001,1471125,다나03A71D
904125.0001,1471125,다나04A71A
904375.0001,1471125,다나04A71B
904625.0001,1471125,다나04A71C
912875.0001,1471125,다나12A71D
913125.0001,1471125,다나13A71A
915875.0001,1471125,다나15A71D
916125.0001,1471125,다나16A71A
916375.0001,1471125,다나16A71B
882625.0001,1471375,나나82B71C
882875.0001,1471375,나나82B71D
883125.0001,1471375,나나83B71A
883375.0001,1471375,나나83B71B
883625.0001,1471375,나나83B71C
883875.0001,1471375,나나83B71D
884125.0001,1471375,나나84B71A
884375.0001,1471375,나나84B71B
884625.0001,1471375,나나84B71C
884875.0001,1471375,나나84B71D
885125.0001,1471375,나나85B71A
885375.0001,1471375,나나85B71B
885625.0001,1471375,나나85B71C
885875.0001,1471375,나나85B71D
886125.0001,1471375,나나86B71A
886375.0001,1471375,나나86B71B
886625.0001,1471375,나나86B71C
886875.0001,1471375,나나86B71D
887125.0001,1471375,나나87B71A
887375.0001,1471375,나나87B71B
887625.0001,1471375,나나87B71C
887875.0001,1471375,나나87B71D
888125.0001,1471375,나나88B71A
888375.0001,1471375,나나88B71B
888625.0001,1471375,나나88B71C
888875.0001,1471375,나나88B71D
889125.0001,1471375,나나89B71A
903625.0001,1471375,다나03B71C
903875.0001,1471375,다나03B71D
904125.0001,1471375,다나04B71A
904375.0001,1471375,다나04B71B
904625.0001,1471375,다나04B71C
904875.0001,1471375,다나04B71D
905125.0001,1471375,다나05B71A
905375.0001,1471375,다나05B71B
906625.0001,1471375,다나06B71C
907625.0001,1471375,다나07B71C
915875.0001,1471375,다나15B71D
916125.0001,1471375,다나16B71A
916375.0001,1471375,다나16B71B
882375.0001,1471625,나나82C71B
882625.0001,1471625,나나82C71C
882875.0001,1471625,나나82C71D
883125.0001,1471625,나나83C71A
883375.0001,1471625,나나83C71B
883625.0001,1471625,나나83C71C
883875.0001,1471625,나나83C71D
884125.0001,1471625,나나84C71A
884375.0001,1471625,나나84C71B
884625.0001,1471625,나나84C71C
884875.0001,1471625,나나84C71D
885125.0001,1471625,나나85C71A
885375.0001,1471625,나나85C71B
885625.0001,1471625,나나85C71C
885875.0001,1471625,나나85C71D
886125.0001,1471625,나나86C71A
886375.0001,1471625,나나86C71B
886625.0001,1471625,나나86C71C
886875.0001,1471625,나나86C71D
887125.0001,1471625,나나87C71A
887375.0001,1471625,나나87C71B
887625.0001,1471625,나나87C71C
887875.0001,1471625,나나87C71D
888125.0001,1471625,나나88C71A
888375.0001,1471625,나나88C71B
888625.0001,1471625,나나88C71C
888875.0001,1471625,나나88C71D
889125.0001,1471625,나나89C71A
894625.0001,1471625,나나94C71C
894875.0001,1471625,나나94C71D
903375.0001,1471625,다나03C71B
903625.0001,1471625,다나03C71C
903875.0001,1471625,다나03C71D
904125.0001,1471625,다나04C71A
904375.0001,1471625,다나04C71B
904625.0001,1471625,다나04C71C
904875.0001,1471625,다나04C71D
905125.0001,1471625,다나05C71A
905375.0001,1471625,다나05C71B
905625.0001,1471625,다나05C71C
905875.0001,1471625,다나05C71D
906125.0001,1471625,다나06C71A
906375.0001,1471625,다나06C71B
906625.0001,1471625,다나06C71C
906875.0001,1471625,다나06C71D
907125.0001,1471625,다나07C71A
907375.0001,1471625,다나07C71B
907625.0001,1471625,다나07C71C
907875.0001,1471625,다나07C71D
912625.0001,1471625,다나12C71C
915875.0001,1471625,다나15C71D
916125.0001,1471625,다나16C71A
882375.0001,1471875,나나82D71B
882625.0001,1471875,나나82D71C
882875.0001,1471875,나나82D71D
883125.0001,1471875,나나83D71A
883375.0001,1471875,나나83D71B
883625.0001,1471875,나나83D71C
883875.0001,1471875,나나83D71D
884125.0001,1471875,나나84D71A
884375.0001,1471875,나나84D71B
884625.0001,1471875,나나84D71C
884875.0001,1471875,나나84D71D
885125.0001,1471875,나나85D71A
885375.0001,1471875,나나85D71B
885625.0001,1471875,나나85D71C
885875.0001,1471875,나나85D71D
886125.0001,1471875,나나86D71A
886375.0001,1471875,나나86D71B
886625.0001,1471875,나나86D71C
886875.0001,1471875,나나86D71D
887125.0001,1471875,나나87D71A
887375.0001,1471875,나나87D71B
887625.0001,1471875,나나87D71C
887875.0001,1471875,나나87D71D
888125.0001,1471875,나나88D71A
888375.0001,1471875,나나88D71B
888625.0001,1471875,나나88D71C
888875.0001,1471875,나나88D71D
889125.0001,1471875,나나89D71A
889375.0001,1471875,나나89D71B
889625.0001,1471875,나나89D71C
894125.0001,1471875,나나94D71A
894375.0001,1471875,나나94D71B
894625.0001,1471875,나나94D71C
894875.0001,1471875,나나94D71D
895125.0001,1471875,나나95D71A
895375.0001,1471875,나나95D71B
895625.0001,1471875,나나95D71C
895875.0001,1471875,나나95D71D
896125.0001,1471875,나나96D71A
900625.0001,1471875,다나00D71C
903375.0001,1471875,다나03D71B
903625.0001,1471875,다나03D71C
903875.0001,1471875,다나03D71D
904125.0001,1471875,다나04D71A
904375.0001,1471875,다나04D71B
904625.0001,1471875,다나04D71C
904875.0001,1471875,다나04D71D
905125.0001,1471875,다나05D71A
905375.0001,1471875,다나05D71B
905625.0001,1471875,다나05D71C
905875.0001,1471875,다나05D71D
906125.0001,1471875,다나06D71A
906375.0001,1471875,다나06D71B
906625.0001,1471875,다나06D71C
906875.0001,1471875,다나06D71D
907125.0001,1471875,다나07D71A
907375.0001,1471875,다나07D71B
907625.0001,1471875,다나07D71C
907875.0001,1471875,다나07D71D
908125.0001,1471875,다나08D71A
912125.0001,1471875,다나12D71A
912375.0001,1471875,다나12D71B
912625.0001,1471875,다나12D71C
882125.0001,1472125,나나82A72A
882375.0001,1472125,나나82A72B
882625.0001,1472125,나나82A72C
882875.0001,1472125,나나82A72D
883125.0001,1472125,나나83A72A
883375.0001,1472125,나나83A72B
883625.0001,1472125,나나83A72C
883875.0001,1472125,나나83A72D
884125.0001,1472125,나나84A72A
884375.0001,1472125,나나84A72B
884625.0001,1472125,나나84A72C
884875.0001,1472125,나나84A72D
885125.0001,1472125,나나85A72A
885375.0001,1472125,나나85A72B
885625.0001,1472125,나나85A72C
885875.0001,1472125,나나85A72D
886125.0001,1472125,나나86A72A
886375.0001,1472125,나나86A72B
886625.0001,1472125,나나86A72C
886875.0001,1472125,나나86A72D
887125.0001,1472125,나나87A72A
887375.0001,1472125,나나87A72B
887625.0001,1472125,나나87A72C
887875.0001,1472125,나나87A72D
888125.0001,1472125,나나88A72A
888375.0001,1472125,나나88A72B
888625.0001,1472125,나나88A72C
888875.0001,1472125,나나88A72D
889125.0001,1472125,나나89A72A
889375.0001,1472125,나나89A72B
889625.0001,1472125,나나89A72C
891375.0001,1472125,나나91A72B
891625.0001,1472125,나나91A72C
891875.0001,1472125,나나91A72D
892125.0001,1472125,나나92A72A
892625.0001,1472125,나나92A72C
892875.0001,1472125,나나92A72D
893125.0001,1472125,나나93A72A
893375.0001,1472125,나나93A72B
893875.0001,1472125,나나93A72D
894125.0001,1472125,나나94A72A
894375.0001,1472125,나나94A72B
894625.0001,1472125,나나94A72C
894875.0001,1472125,나나94A72D
895125.0001,1472125,나나95A72A
895375.0001,1472125,나나95A72B
895625.0001,1472125,나나95A72C
895875.0001,1472125,나나95A72D
896125.0001,1472125,나나96A72A
896375.0001,1472125,나나96A72B
900125.0001,1472125,다나00A72A
900375.0001,1472125,다나00A72B
900625.0001,1472125,다나00A72C
900875.0001,1472125,다나00A72D
901125.0001,1472125,다나01A72A
903375.0001,1472125,다나03A72B
903625.0001,1472125,다나03A72C
903875.0001,1472125,다나03A72D
904125.0001,1472125,다나04A72A
904375.0001,1472125,다나04A72B
904625.0001,1472125,다나04A72C
904875.0001,1472125,다나04A72D
905125.0001,1472125,다나05A72A
905375.0001,1472125,다나05A72B
905625.0001,1472125,다나05A72C
905875.0001,1472125,다나05A72D
906125.0001,1472125,다나06A72A
906375.0001,1472125,다나06A72B
906625.0001,1472125,다나06A72C
906875.0001,1472125,다나06A72D
907125.0001,1472125,다나07A72A
907375.0001,1472125,다나07A72B
907625.0001,1472125,다나07A72C
907875.0001,1472125,다나07A72D
908125.0001,1472125,다나08A72A
908375.0001,1472125,다나08A72B
908625.0001,1472125,다나08A72C
912375.0001,1472125,다나12A72B
912625.0001,1472125,다나12A72C
912875.0001,1472125,다나12A72D
913125.0001,1472125,다나13A72A
913375.0001,1472125,다나13A72B
915625.0001,1472125,다나15A72C
915875.0001,1472125,다나15A72D
916125.0001,1472125,다나16A72A
916375.0001,1472125,다나16A72B
881625.0001,1472375,나나81B72C
881875.0001,1472375,나나81B72D
882125.0001,1472375,나나82B72A
882375.0001,1472375,나나82B72B
882625.0001,1472375,나나82B72C
882875.0001,1472375,나나82B72D
883125.0001,1472375,나나83B72A
883375.0001,1472375,나나83B72B
883625.0001,1472375,나나83B72C
883875.0001,1472375,나나83B72D
884125.0001,1472375,나나84B72A
884375.0001,1472375,나나84B72B
884625.0001,1472375,나나84B72C
884875.0001,1472375,나나84B72D
885125.0001,1472375,나나85B72A
885375.0001,1472375,나나85B72B
885625.0001,1472375,나나85B72C
885875.0001,1472375,나나85B72D
886125.0001,1472375,나나86B72A
886375.0001,1472375,나나86B72B
886625.0001,1472375,나나86B72C
886875.0001,1472375,나나86B72D
887125.0001,1472375,나나87B72A
887375.0001,1472375,나나87B72B
887625.0001,1472375,나나87B72C
887875.0001,1472375,나나87B72D
888125.0001,1472375,나나88B72A
888375.0001,1472375,나나88B72B
888625.0001,1472375,나나88B72C
888875.0001,1472375,나나88B72D
889125.0001,1472375,나나89B72A
889375.0001,1472375,나나89B72B
889625.0001,1472375,나나89B72C
889875.0001,1472375,나나89B72D
891375.0001,1472375,나나91B72B
891625.0001,1472375,나나91B72C
891875.0001,1472375,나나91B72D
892125.0001,1472375,나나92B72A
892375.0001,1472375,나나92B72B
892625.0001,1472375,나나92B72C
892875.0001,1472375,나나92B72D
893125.0001,1472375,나나93B72A
893375.0001,1472375,나나93B72B
893625.0001,1472375,나나93B72C
893875.0001,1472375,나나93B72D
894125.0001,1472375,나나94B72A
894375.0001,1472375,나나94B72B
894625.0001,1472375,나나94B72C
894875.0001,1472375,나나94B72D
895125.0001,1472375,나나95B72A
895375.0001,1472375,나나95B72B
895625.0001,1472375,나나95B72C
895875.0001,1472375,나나95B72D
896125.0001,1472375,나나96B72A
896375.0001,1472375,나나96B72B
896625.0001,1472375,나나96B72C
896875.0001,1472375,나나96B72D
899625.0001,1472375,나나99B72C
899875.0001,1472375,나나99B72D
900125.0001,1472375,다나00B72A
900375.0001,1472375,다나00B72B
900625.0001,1472375,다나00B72C
900875.0001,1472375,다나00B72D
901125.0001,1472375,다나01B72A
901375.0001,1472375,다나01B72B
901625.0001,1472375,다나01B72C
901875.0001,1472375,다나01B72D
903125.0001,1472375,다나03B72A
903375.0001,1472375,다나03B72B
903625.0001,1472375,다나03B72C
903875.0001,1472375,다나03B72D
904125.0001,1472375,다나04B72A
904375.0001,1472375,다나04B72B
904625.0001,1472375,다나04B72C
904875.0001,1472375,다나04B72D
905125.0001,1472375,다나05B72A
905375.0001,1472375,다나05B72B
905625.0001,1472375,다나05B72C
905875.0001,1472375,다나05B72D
906125.0001,1472375,다나06B72A
906375.0001,1472375,다나06B72B
906625.0001,1472375,다나06B72C
906875.0001,1472375,다나06B72D
907125.0001,1472375,다나07B72A
907375.0001,1472375,다나07B72B
907625.0001,1472375,다나07B72C
907875.0001,1472375,다나07B72D
908125.0001,1472375,다나08B72A
908375.0001,1472375,다나08B72B
908625.0001,1472375,다나08B72C
909375.0001,1472375,다나09B72B
909625.0001,1472375,다나09B72C
909875.0001,1472375,다나09B72D
910125.0001,1472375,다나10B72A
910875.0001,1472375,다나10B72D
911125.0001,1472375,다나11B72A
911375.0001,1472375,다나11B72B
911875.0001,1472375,다나11B72D
912125.0001,1472375,다나12B72A
912375.0001,1472375,다나12B72B
912625.0001,1472375,다나12B72C
912875.0001,1472375,다나12B72D
913125.0001,1472375,다나13B72A
913375.0001,1472375,다나13B72B
915375.0001,1472375,다나15B72B
915625.0001,1472375,다나15B72C
915875.0001,1472375,다나15B72D
916125.0001,1472375,다나16B72A
916375.0001,1472375,다나16B72B
916625.0001,1472375,다나16B72C
916875.0001,1472375,다나16B72D
917125.0001,1472375,다나17B72A
881375.0001,1472625,나나81C72B
881625.0001,1472625,나나81C72C
881875.0001,1472625,나나81C72D
882125.0001,1472625,나나82C72A
882375.0001,1472625,나나82C72B
882625.0001,1472625,나나82C72C
882875.0001,1472625,나나82C72D
883125.0001,1472625,나나83C72A
883375.0001,1472625,나나83C72B
883625.0001,1472625,나나83C72C
883875.0001,1472625,나나83C72D
884125.0001,1472625,나나84C72A
884375.0001,1472625,나나84C72B
884625.0001,1472625,나나84C72C
884875.0001,1472625,나나84C72D
885125.0001,1472625,나나85C72A
885375.0001,1472625,나나85C72B
885625.0001,1472625,나나85C72C
885875.0001,1472625,나나85C72D
886125.0001,1472625,나나86C72A
886375.0001,1472625,나나86C72B
886625.0001,1472625,나나86C72C
886875.0001,1472625,나나86C72D
887125.0001,1472625,나나87C72A
887375.0001,1472625,나나87C72B
887625.0001,1472625,나나87C72C
887875.0001,1472625,나나87C72D
888125.0001,1472625,나나88C72A
888375.0001,1472625,나나88C72B
888625.0001,1472625,나나88C72C
888875.0001,1472625,나나88C72D
889125.0001,1472625,나나89C72A
889375.0001,1472625,나나89C72B
889625.0001,1472625,나나89C72C
889875.0001,1472625,나나89C72D
890125.0001,1472625,나나90C72A
890375.0001,1472625,나나90C72B
890625.0001,1472625,나나90C72C
891375.0001,1472625,나나91C72B
891625.0001,1472625,나나91C72C
891875.0001,1472625,나나91C72D
892125.0001,1472625,나나92C72A
892375.0001,1472625,나나92C72B
892625.0001,1472625,나나92C72C
892875.0001,1472625,나나92C72D
893125.0001,1472625,나나93C72A
893375.0001,1472625,나나93C72B
893625.0001,1472625,나나93C72C
893875.0001,1472625,나나93C72D
894125.0001,1472625,나나94C72A
894375.0001,1472625,나나94C72B
894625.0001,1472625,나나94C72C
894875.0001,1472625,나나94C72D
895125.0001,1472625,나나95C72A
895375.0001,1472625,나나95C72B
895625.0001,1472625,나나95C72C
895875.0001,1472625,나나95C72D
896125.0001,1472625,나나96C72A
896375.0001,1472625,나나96C72B
896625.0001,1472625,나나96C72C
896875.0001,1472625,나나96C72D
897125.0001,1472625,나나97C72A
899375.0001,1472625,나나99C72B
899625.0001,1472625,나나99C72C
899875.0001,1472625,나나99C72D
900125.0001,1472625,다나00C72A
900375.0001,1472625,다나00C72B
900625.0001,1472625,다나00C72C
900875.0001,1472625,다나00C72D
901125.0001,1472625,다나01C72A
901375.0001,1472625,다나01C72B
901625.0001,1472625,다나01C72C
901875.0001,1472625,다나01C72D
902125.0001,1472625,다나02C72A
902375.0001,1472625,다나02C72B
902625.0001,1472625,다나02C72C
902875.0001,1472625,다나02C72D
903125.0001,1472625,다나03C72A
903375.0001,1472625,다나03C72B
903625.0001,1472625,다나03C72C
903875.0001,1472625,다나03C72D
904125.0001,1472625,다나04C72A
904375.0001,1472625,다나04C72B
904625.0001,1472625,다나04C72C
904875.0001,1472625,다나04C72D
905125.0001,1472625,다나05C72A
905375.0001,1472625,다나05C72B
905625.0001,1472625,다나05C72C
905875.0001,1472625,다나05C72D
906125.0001,1472625,다나06C72A
906375.0001,1472625,다나06C72B
906625.0001,1472625,다나06C72C
906875.0001,1472625,다나06C72D
907125.0001,1472625,다나07C72A
907375.0001,1472625,다나07C72B
907625.0001,1472625,다나07C72C
907875.0001,1472625,다나07C72D
908125.0001,1472625,다나08C72A
908375.0001,1472625,다나08C72B
908625.0001,1472625,다나08C72C
908875.0001,1472625,다나08C72D
909125.0001,1472625,다나09C72A
909375.0001,1472625,다나09C72B
909625.0001,1472625,다나09C72C
909875.0001,1472625,다나09C72D
910125.0001,1472625,다나10C72A
910375.0001,1472625,다나10C72B
910625.0001,1472625,다나10C72C
910875.0001,1472625,다나10C72D
911125.0001,1472625,다나11C72A
911375.0001,1472625,다나11C72B
911625.0001,1472625,다나11C72C
911875.0001,1472625,다나11C72D
912125.0001,1472625,다나12C72A
912375.0001,1472625,다나12C72B
912625.0001,1472625,다나12C72C
912875.0001,1472625,다나12C72D
913125.0001,1472625,다나13C72A
915125.0001,1472625,다나15C72A
915375.0001,1472625,다나15C72B
915625.0001,1472625,다나15C72C
915875.0001,1472625,다나15C72D
916125.0001,1472625,다나16C72A
916375.0001,1472625,다나16C72B
916625.0001,1472625,다나16C72C
916875.0001,1472625,다나16C72D
917125.0001,1472625,다나17C72A
917375.0001,1472625,다나17C72B
917625.0001,1472625,다나17C72C
917875.0001,1472625,다나17C72D
880875.0001,1472875,나나80D72D
881125.0001,1472875,나나81D72A
881375.0001,1472875,나나81D72B
881625.0001,1472875,나나81D72C
881875.0001,1472875,나나81D72D
882125.0001,1472875,나나82D72A
882375.0001,1472875,나나82D72B
882625.0001,1472875,나나82D72C
882875.0001,1472875,나나82D72D
883125.0001,1472875,나나83D72A
883375.0001,1472875,나나83D72B
883625.0001,1472875,나나83D72C
883875.0001,1472875,나나83D72D
884125.0001,1472875,나나84D72A
884375.0001,1472875,나나84D72B
884625.0001,1472875,나나84D72C
884875.0001,1472875,나나84D72D
885125.0001,1472875,나나85D72A
885375.0001,1472875,나나85D72B
885625.0001,1472875,나나85D72C
885875.0001,1472875,나나85D72D
886125.0001,1472875,나나86D72A
886375.0001,1472875,나나86D72B
886625.0001,1472875,나나86D72C
886875.0001,1472875,나나86D72D
887125.0001,1472875,나나87D72A
887375.0001,1472875,나나87D72B
887625.0001,1472875,나나87D72C
887875.0001,1472875,나나87D72D
888125.0001,1472875,나나88D72A
888375.0001,1472875,나나88D72B
888625.0001,1472875,나나88D72C
888875.0001,1472875,나나88D72D
889125.0001,1472875,나나89D72A
889375.0001,1472875,나나89D72B
889625.0001,1472875,나나89D72C
889875.0001,1472875,나나89D72D
890125.0001,1472875,나나90D72A
890375.0001,1472875,나나90D72B
890625.0001,1472875,나나90D72C
890875.0001,1472875,나나90D72D
891125.0001,1472875,나나91D72A
891375.0001,1472875,나나91D72B
891625.0001,1472875,나나91D72C
891875.0001,1472875,나나91D72D
892125.0001,1472875,나나92D72A
892375.0001,1472875,나나92D72B
892625.0001,1472875,나나92D72C
892875.0001,1472875,나나92D72D
893125.0001,1472875,나나93D72A
893375.0001,1472875,나나93D72B
893625.0001,1472875,나나93D72C
893875.0001,1472875,나나93D72D
894125.0001,1472875,나나94D72A
894375.0001,1472875,나나94D72B
894625.0001,1472875,나나94D72C
894875.0001,1472875,나나94D72D
895125.0001,1472875,나나95D72A
